atm_inventario_año;atm_inventario_grupo_cont;atm_inventario_sector;atm_inventario_cont_desc;atm_inventario_cont_unidades;atm_inventario_cont_cantidad
2000;Contaminantes orgánicos persistentes;02 Plantas de combustión no industrial;HCH;kg;0.00
2000;Contaminantes orgánicos persistentes;03 Plantas de combustión industrial;HCH;kg;0.00
2000;Contaminantes orgánicos persistentes;04 Procesos industriales sin combustión;HCH;kg;0.00
2000;Contaminantes orgánicos persistentes;05 Extracción y distribución de combustibles fósiles y energía geotérmica;HCH;kg;0.00
2000;Contaminantes orgánicos persistentes;06 Uso de disolventes y otros productos;HCH;kg;0.00
2000;Contaminantes orgánicos persistentes;07 Transporte por carretera;HCH;kg;0.00
2000;Contaminantes orgánicos persistentes;08 Otros modos de transporte y maquinaria móvil;HCH;kg;0.00
2000;Contaminantes orgánicos persistentes;09 Tratamiento y eliminación de residuos;HCH;kg;0.00
2000;Contaminantes orgánicos persistentes;10 Agricultura;HCH;kg;91.38
2000;Contaminantes orgánicos persistentes;11 Otras fuentes y sumideros (naturaleza);HCH;kg;0.00
2000;Contaminantes orgánicos persistentes;01 Combustión en la producción y transformación de energía;PCP;kg;0.00
2000;Contaminantes orgánicos persistentes;02 Plantas de combustión no industrial;PCP;kg;0.00
2000;Contaminantes orgánicos persistentes;03 Plantas de combustión industrial;PCP;kg;0.00
2000;Contaminantes orgánicos persistentes;04 Procesos industriales sin combustión;PCP;kg;0.00
2000;Contaminantes orgánicos persistentes;05 Extracción y distribución de combustibles fósiles y energía geotérmica;PCP;kg;0.00
2000;Contaminantes orgánicos persistentes;06 Uso de disolventes y otros productos;PCP;kg;0.00
2000;Contaminantes orgánicos persistentes;07 Transporte por carretera;PCP;kg;0.00
2000;Contaminantes orgánicos persistentes;08 Otros modos de transporte y maquinaria móvil;PCP;kg;0.00
2000;Contaminantes orgánicos persistentes;09 Tratamiento y eliminación de residuos;PCP;kg;4.54
2000;Contaminantes orgánicos persistentes;10 Agricultura;PCP;kg;0.00
2000;Contaminantes orgánicos persistentes;11 Otras fuentes y sumideros (naturaleza);PCP;kg;0.00
2000;Contaminantes orgánicos persistentes;01 Combustión en la producción y transformación de energía;HCB;kg;0.00
2000;Contaminantes orgánicos persistentes;02 Plantas de combustión no industrial;HCB;kg;0.00
2000;Contaminantes orgánicos persistentes;03 Plantas de combustión industrial;HCB;kg;0.00
2000;Contaminantes orgánicos persistentes;04 Procesos industriales sin combustión;HCB;kg;0.00
2000;Contaminantes orgánicos persistentes;05 Extracción y distribución de combustibles fósiles y energía geotérmica;HCB;kg;0.00
2000;Contaminantes orgánicos persistentes;06 Uso de disolventes y otros productos;HCB;kg;0.00
2000;Contaminantes orgánicos persistentes;07 Transporte por carretera;HCB;kg;0.00
2000;Contaminantes orgánicos persistentes;08 Otros modos de transporte y maquinaria móvil;HCB;kg;0.00
2000;Contaminantes orgánicos persistentes;09 Tratamiento y eliminación de residuos;HCB;kg;0.32
2000;Contaminantes orgánicos persistentes;10 Agricultura;HCB;kg;0.00
2000;Contaminantes orgánicos persistentes;11 Otras fuentes y sumideros (naturaleza);HCB;kg;0.00
2000;Contaminantes orgánicos persistentes;01 Combustión en la producción y transformación de energía;TCM;kg;0.00
2000;Contaminantes orgánicos persistentes;02 Plantas de combustión no industrial;TCM;kg;0.00
2000;Contaminantes orgánicos persistentes;03 Plantas de combustión industrial;TCM;kg;0.00
2000;Contaminantes orgánicos persistentes;04 Procesos industriales sin combustión;TCM;kg;0.00
2000;Contaminantes orgánicos persistentes;05 Extracción y distribución de combustibles fósiles y energía geotérmica;TCM;kg;0.00
2000;Contaminantes orgánicos persistentes;06 Uso de disolventes y otros productos;TCM;kg;0.00
2000;Contaminantes orgánicos persistentes;07 Transporte por carretera;TCM;kg;0.00
2000;Contaminantes orgánicos persistentes;08 Otros modos de transporte y maquinaria móvil;TCM;kg;0.00
2000;Contaminantes orgánicos persistentes;09 Tratamiento y eliminación de residuos;TCM;kg;0.00
2000;Contaminantes orgánicos persistentes;10 Agricultura;TCM;kg;0.00
2000;Contaminantes orgánicos persistentes;11 Otras fuentes y sumideros (naturaleza);TCM;kg;0.00
2000;Contaminantes orgánicos persistentes;01 Combustión en la producción y transformación de energía;TRI;kg;0.00
2000;Contaminantes orgánicos persistentes;02 Plantas de combustión no industrial;TRI;kg;0.00
2000;Contaminantes orgánicos persistentes;03 Plantas de combustión industrial;TRI;kg;0.00
2000;Contaminantes orgánicos persistentes;04 Procesos industriales sin combustión;TRI;kg;0.00
2000;Contaminantes orgánicos persistentes;05 Extracción y distribución de combustibles fósiles y energía geotérmica;TRI;kg;0.00
2000;Contaminantes orgánicos persistentes;06 Uso de disolventes y otros productos;TRI;kg;0.00
2000;Contaminantes orgánicos persistentes;07 Transporte por carretera;TRI;kg;0.00
2000;Contaminantes orgánicos persistentes;08 Otros modos de transporte y maquinaria móvil;TRI;kg;0.00
2000;Contaminantes orgánicos persistentes;09 Tratamiento y eliminación de residuos;TRI;kg;0.00
2000;Contaminantes orgánicos persistentes;10 Agricultura;TRI;kg;0.00
2000;Contaminantes orgánicos persistentes;11 Otras fuentes y sumideros (naturaleza);TRI;kg;0.00
2000;Contaminantes orgánicos persistentes;01 Combustión en la producción y transformación de energía;PER;kg;0.00
2000;Contaminantes orgánicos persistentes;02 Plantas de combustión no industrial;PER;kg;0.00
2000;Contaminantes orgánicos persistentes;03 Plantas de combustión industrial;PER;kg;0.00
2000;Contaminantes orgánicos persistentes;04 Procesos industriales sin combustión;PER;kg;0.00
2000;Contaminantes orgánicos persistentes;05 Extracción y distribución de combustibles fósiles y energía geotérmica;PER;kg;0.00
2000;Contaminantes orgánicos persistentes;06 Uso de disolventes y otros productos;PER;kg;0.00
2000;Contaminantes orgánicos persistentes;07 Transporte por carretera;PER;kg;0.00
2000;Contaminantes orgánicos persistentes;08 Otros modos de transporte y maquinaria móvil;PER;kg;0.00
2000;Contaminantes orgánicos persistentes;09 Tratamiento y eliminación de residuos;PER;kg;0.00
2000;Contaminantes orgánicos persistentes;10 Agricultura;PER;kg;0.00
2000;Contaminantes orgánicos persistentes;11 Otras fuentes y sumideros (naturaleza);PER;kg;0.00
2000;Contaminantes orgánicos persistentes;01 Combustión en la producción y transformación de energía;TCB;kg;0.00
2000;Contaminantes orgánicos persistentes;02 Plantas de combustión no industrial;TCB;kg;0.00
2000;Contaminantes orgánicos persistentes;03 Plantas de combustión industrial;TCB;kg;0.00
2000;Contaminantes orgánicos persistentes;04 Procesos industriales sin combustión;TCB;kg;0.00
2000;Contaminantes orgánicos persistentes;05 Extracción y distribución de combustibles fósiles y energía geotérmica;TCB;kg;0.00
2000;Contaminantes orgánicos persistentes;06 Uso de disolventes y otros productos;TCB;kg;0.00
2000;Contaminantes orgánicos persistentes;07 Transporte por carretera;TCB;kg;0.00
2000;Contaminantes orgánicos persistentes;08 Otros modos de transporte y maquinaria móvil;TCB;kg;0.00
2000;Contaminantes orgánicos persistentes;09 Tratamiento y eliminación de residuos;TCB;kg;0.00
2000;Contaminantes orgánicos persistentes;10 Agricultura;TCB;kg;0.00
2000;Contaminantes orgánicos persistentes;11 Otras fuentes y sumideros (naturaleza);TCB;kg;0.00
2000;Contaminantes orgánicos persistentes;01 Combustión en la producción y transformación de energía;TCE;kg;0.00
2000;Contaminantes orgánicos persistentes;02 Plantas de combustión no industrial;TCE;kg;0.00
2000;Contaminantes orgánicos persistentes;03 Plantas de combustión industrial;TCE;kg;0.00
2000;Contaminantes orgánicos persistentes;04 Procesos industriales sin combustión;TCE;kg;0.00
2000;Contaminantes orgánicos persistentes;05 Extracción y distribución de combustibles fósiles y energía geotérmica;TCE;kg;0.00
2000;Contaminantes orgánicos persistentes;06 Uso de disolventes y otros productos;TCE;kg;0.00
2000;Contaminantes orgánicos persistentes;07 Transporte por carretera;TCE;kg;0.00
2000;Contaminantes orgánicos persistentes;08 Otros modos de transporte y maquinaria móvil;TCE;kg;0.00
2000;Contaminantes orgánicos persistentes;09 Tratamiento y eliminación de residuos;TCE;kg;0.00
2000;Contaminantes orgánicos persistentes;10 Agricultura;TCE;kg;0.00
2000;Contaminantes orgánicos persistentes;11 Otras fuentes y sumideros (naturaleza);TCE;kg;0.00
2000;Contaminantes orgánicos persistentes;01 Combustión en la producción y transformación de energía;DIOX;g;0.00
2000;Contaminantes orgánicos persistentes;02 Plantas de combustión no industrial;DIOX;g;0.06
2000;Contaminantes orgánicos persistentes;03 Plantas de combustión industrial;DIOX;g;1.03
2000;Contaminantes orgánicos persistentes;04 Procesos industriales sin combustión;DIOX;g;0.62
2000;Contaminantes orgánicos persistentes;05 Extracción y distribución de combustibles fósiles y energía geotérmica;DIOX;g;0.00
2000;Contaminantes orgánicos persistentes;06 Uso de disolventes y otros productos;DIOX;g;0.00
2000;Contaminantes orgánicos persistentes;07 Transporte por carretera;DIOX;g;0.53
2000;Contaminantes orgánicos persistentes;08 Otros modos de transporte y maquinaria móvil;DIOX;g;0.31
2000;Contaminantes orgánicos persistentes;09 Tratamiento y eliminación de residuos;DIOX;g;0.02
2000;Contaminantes orgánicos persistentes;10 Agricultura;DIOX;g;0.04
2000;Contaminantes orgánicos persistentes;11 Otras fuentes y sumideros (naturaleza);DIOX;g;0.00
2000;Contaminantes orgánicos persistentes;01 Combustión en la producción y transformación de energía;HAP;kg;0.00
2000;Contaminantes orgánicos persistentes;02 Plantas de combustión no industrial;HAP;kg;32.97
2000;Contaminantes orgánicos persistentes;03 Plantas de combustión industrial;HAP;kg;290.58
2000;Contaminantes orgánicos persistentes;04 Procesos industriales sin combustión;HAP;kg;13.12
2000;Contaminantes orgánicos persistentes;05 Extracción y distribución de combustibles fósiles y energía geotérmica;HAP;kg;0.00
2000;Contaminantes orgánicos persistentes;06 Uso de disolventes y otros productos;HAP;kg;0.02
2000;Contaminantes orgánicos persistentes;07 Transporte por carretera;HAP;kg;679.45
2000;Contaminantes orgánicos persistentes;08 Otros modos de transporte y maquinaria móvil;HAP;kg;5.18
2000;Contaminantes orgánicos persistentes;09 Tratamiento y eliminación de residuos;HAP;kg;0.01
2000;Contaminantes orgánicos persistentes;10 Agricultura;HAP;kg;690.81
2000;Contaminantes orgánicos persistentes;11 Otras fuentes y sumideros (naturaleza);HAP;kg;89.08
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;01 Combustión en la producción y transformación de energía;SOx;t;0.10
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;02 Plantas de combustión no industrial;SOx;t;3678.60
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;03 Plantas de combustión industrial;SOx;t;11998.10
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;04 Procesos industriales sin combustión;SOx;t;86.93
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;05 Extracción y distribución de combustibles fósiles y energía geotérmica;SOx;t;0.00
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;06 Uso de disolventes y otros productos;SOx;t;0.00
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;07 Transporte por carretera;SOx;t;4447.27
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;08 Otros modos de transporte y maquinaria móvil;SOx;t;375.57
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;09 Tratamiento y eliminación de residuos;SOx;t;1.05
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;10 Agricultura;SOx;t;27.80
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;11 Otras fuentes y sumideros (naturaleza);SOx;t;16.09
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;01 Combustión en la producción y transformación de energía;NOx;t;9.94
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;02 Plantas de combustión no industrial;NOx;t;5115.98
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;03 Plantas de combustión industrial;NOx;t;4933.67
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;04 Procesos industriales sin combustión;NOx;t;133.74
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;05 Extracción y distribución de combustibles fósiles y energía geotérmica;NOx;t;0.00
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;06 Uso de disolventes y otros productos;NOx;t;0.00
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;07 Transporte por carretera;NOx;t;57412.04
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;08 Otros modos de transporte y maquinaria móvil;NOx;t;4839.85
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;09 Tratamiento y eliminación de residuos;NOx;t;7.99
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;10 Agricultura;NOx;t;289.61
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;11 Otras fuentes y sumideros (naturaleza);NOx;t;80.43
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;01 Combustión en la producción y transformación de energía;COVNM;t;0.52
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;02 Plantas de combustión no industrial;COVNM;t;1443.03
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;03 Plantas de combustión industrial;COVNM;t;1131.74
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;04 Procesos industriales sin combustión;COVNM;t;817.82
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;05 Extracción y distribución de combustibles fósiles y energía geotérmica;COVNM;t;1190.93
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;06 Uso de disolventes y otros productos;COVNM;t;45602.82
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;07 Transporte por carretera;COVNM;t;23818.00
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;08 Otros modos de transporte y maquinaria móvil;COVNM;t;459.62
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;09 Tratamiento y eliminación de residuos;COVNM;t;8.80
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;10 Agricultura;COVNM;t;505.02
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;11 Otras fuentes y sumideros (naturaleza);COVNM;t;30653.98
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;01 Combustión en la producción y transformación de energía;CH4;t;0.25
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;02 Plantas de combustión no industrial;CH4;t;1350.71
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;03 Plantas de combustión industrial;CH4;t;942.83
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;04 Procesos industriales sin combustión;CH4;t;0.00
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;05 Extracción y distribución de combustibles fósiles y energía geotérmica;CH4;t;1801.08
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;06 Uso de disolventes y otros productos;CH4;t;0.00
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;07 Transporte por carretera;CH4;t;2471.29
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;08 Otros modos de transporte y maquinaria móvil;CH4;t;22.21
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;09 Tratamiento y eliminación de residuos;CH4;t;55869.89
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;10 Agricultura;CH4;t;8321.31
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;11 Otras fuentes y sumideros (naturaleza);CH4;t;150.81
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;01 Combustión en la producción y transformación de energía;CO;t;7.13
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;02 Plantas de combustión no industrial;CO;t;16235.34
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;03 Plantas de combustión industrial;CO;t;4671.97
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;04 Procesos industriales sin combustión;CO;t;6686.94
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;05 Extracción y distribución de combustibles fósiles y energía geotérmica;CO;t;0.00
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;06 Uso de disolventes y otros productos;CO;t;0.00
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;07 Transporte por carretera;CO;t;217245.37
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;08 Otros modos de transporte y maquinaria móvil;CO;t;2008.88
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;09 Tratamiento y eliminación de residuos;CO;t;1.31
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;10 Agricultura;CO;t;2601.89
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;11 Otras fuentes y sumideros (naturaleza);CO;t;2312.36
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;01 Combustión en la producción y transformación de energía;CO2;kt;13.62
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;02 Plantas de combustión no industrial;CO2;kt;3180.17
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;03 Plantas de combustión industrial;CO2;kt;2628.82
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;04 Procesos industriales sin combustión;CO2;kt;304.11
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;05 Extracción y distribución de combustibles fósiles y energía geotérmica;CO2;kt;0.02
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;06 Uso de disolventes y otros productos;CO2;kt;112.58
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;07 Transporte por carretera;CO2;kt;5725.01
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;08 Otros modos de transporte y maquinaria móvil;CO2;kt;742.89
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;09 Tratamiento y eliminación de residuos;CO2;kt;0.04
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;10 Agricultura;CO2;kt;1.32
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;11 Otras fuentes y sumideros (naturaleza);CO2;kt;0.00
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;01 Combustión en la producción y transformación de energía;N2O;t;0.24
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;02 Plantas de combustión no industrial;N2O;t;24.87
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;03 Plantas de combustión industrial;N2O;t;39.26
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;04 Procesos industriales sin combustión;N2O;t;0.00
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;05 Extracción y distribución de combustibles fósiles y energía geotérmica;N2O;t;0.00
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;06 Uso de disolventes y otros productos;N2O;t;425.96
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;07 Transporte por carretera;N2O;t;251.66
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;08 Otros modos de transporte y maquinaria móvil;N2O;t;22.30
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;09 Tratamiento y eliminación de residuos;N2O;t;768.70
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;10 Agricultura;N2O;t;498.12
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;11 Otras fuentes y sumideros (naturaleza);N2O;t;4.02
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;01 Combustión en la producción y transformación de energía;NH3;t;0.00
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;02 Plantas de combustión no industrial;NH3;t;0.00
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;03 Plantas de combustión industrial;NH3;t;0.00
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;04 Procesos industriales sin combustión;NH3;t;0.00
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;05 Extracción y distribución de combustibles fósiles y energía geotérmica;NH3;t;0.00
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;06 Uso de disolventes y otros productos;NH3;t;1.71
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;07 Transporte por carretera;NH3;t;248.94
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;08 Otros modos de transporte y maquinaria móvil;NH3;t;0.36
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;09 Tratamiento y eliminación de residuos;NH3;t;42.46
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;10 Agricultura;NH3;t;2933.81
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;11 Otras fuentes y sumideros (naturaleza);NH3;t;18.10
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;01 Combustión en la producción y transformación de energía;SF6;kg;0.00
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;02 Plantas de combustión no industrial;SF6;kg;0.00
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;03 Plantas de combustión industrial;SF6;kg;0.00
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;04 Procesos industriales sin combustión;SF6;kg;0.00
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;05 Extracción y distribución de combustibles fósiles y energía geotérmica;SF6;kg;0.00
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;06 Uso de disolventes y otros productos;SF6;kg;1010.19
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;07 Transporte por carretera;SF6;kg;0.00
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;08 Otros modos de transporte y maquinaria móvil;SF6;kg;0.00
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;09 Tratamiento y eliminación de residuos;SF6;kg;0.00
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;10 Agricultura;SF6;kg;0.00
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;11 Otras fuentes y sumideros (naturaleza);SF6;kg;0.00
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;01 Combustión en la producción y transformación de energía;HFC;kg;0.00
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;02 Plantas de combustión no industrial;HFC;kg;0.00
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;03 Plantas de combustión industrial;HFC;kg;0.00
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;04 Procesos industriales sin combustión;HFC;kg;0.00
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;05 Extracción y distribución de combustibles fósiles y energía geotérmica;HFC;kg;0.00
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;06 Uso de disolventes y otros productos;HFC;kg;444395.90
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;07 Transporte por carretera;HFC;kg;0.00
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;08 Otros modos de transporte y maquinaria móvil;HFC;kg;0.00
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;09 Tratamiento y eliminación de residuos;HFC;kg;0.00
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;10 Agricultura;HFC;kg;0.00
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;11 Otras fuentes y sumideros (naturaleza);HFC;kg;0.00
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;01 Combustión en la producción y transformación de energía;PFC;kg;0.00
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;02 Plantas de combustión no industrial;PFC;kg;0.00
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;03 Plantas de combustión industrial;PFC;kg;0.00
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;04 Procesos industriales sin combustión;PFC;kg;0.00
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;05 Extracción y distribución de combustibles fósiles y energía geotérmica;PFC;kg;0.00
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;06 Uso de disolventes y otros productos;PFC;kg;4.34
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;07 Transporte por carretera;PFC;kg;0.00
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;08 Otros modos de transporte y maquinaria móvil;PFC;kg;0.00
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;09 Tratamiento y eliminación de residuos;PFC;kg;0.00
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;10 Agricultura;PFC;kg;0.00
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;11 Otras fuentes y sumideros (naturaleza);PFC;kg;0.00
1995;Metales pesados;01 Combustión en la producción y transformación de energía;As;kg;0.00
1995;Metales pesados;02 Plantas de combustión no industrial;As;kg;1.98
1995;Metales pesados;03 Plantas de combustión industrial;As;kg;97.25
1995;Metales pesados;04 Procesos industriales sin combustión;As;kg;5.42
1995;Metales pesados;05 Extracción y distribución de combustibles fósiles y energía geotérmica;As;kg;0.00
1995;Metales pesados;06 Uso de disolventes y otros productos;As;kg;0.00
1995;Metales pesados;07 Transporte por carretera;As;kg;0.00
1995;Metales pesados;08 Otros modos de transporte y maquinaria móvil;As;kg;0.00
1995;Metales pesados;09 Tratamiento y eliminación de residuos;As;kg;0.13
1995;Metales pesados;10 Agricultura;As;kg;0.00
1995;Metales pesados;11 Otras fuentes y sumideros (naturaleza);As;kg;0.00
1995;Metales pesados;01 Combustión en la producción y transformación de energía;Cd;kg;0.00
1995;Metales pesados;02 Plantas de combustión no industrial;Cd;kg;0.44
1995;Metales pesados;03 Plantas de combustión industrial;Cd;kg;242.31
1995;Metales pesados;04 Procesos industriales sin combustión;Cd;kg;81.58
1995;Metales pesados;05 Extracción y distribución de combustibles fósiles y energía geotérmica;Cd;kg;0.00
1995;Metales pesados;06 Uso de disolventes y otros productos;Cd;kg;0.00
1995;Metales pesados;07 Transporte por carretera;Cd;kg;17.80
1995;Metales pesados;08 Otros modos de transporte y maquinaria móvil;Cd;kg;2.43
1995;Metales pesados;09 Tratamiento y eliminación de residuos;Cd;kg;0.05
1995;Metales pesados;10 Agricultura;Cd;kg;0.00
1995;Metales pesados;11 Otras fuentes y sumideros (naturaleza);Cd;kg;0.00
1995;Metales pesados;01 Combustión en la producción y transformación de energía;Cr;kg;0.00
1995;Metales pesados;02 Plantas de combustión no industrial;Cr;kg;1.76
1995;Metales pesados;03 Plantas de combustión industrial;Cr;kg;493.65
1995;Metales pesados;04 Procesos industriales sin combustión;Cr;kg;70.21
1995;Metales pesados;05 Extracción y distribución de combustibles fósiles y energía geotérmica;Cr;kg;0.00
1995;Metales pesados;06 Uso de disolventes y otros productos;Cr;kg;0.00
1995;Metales pesados;07 Transporte por carretera;Cr;kg;38.88
1995;Metales pesados;08 Otros modos de transporte y maquinaria móvil;Cr;kg;12.14
1995;Metales pesados;09 Tratamiento y eliminación de residuos;Cr;kg;0.14
1995;Metales pesados;10 Agricultura;Cr;kg;0.00
1995;Metales pesados;11 Otras fuentes y sumideros (naturaleza);Cr;kg;0.00
1995;Metales pesados;01 Combustión en la producción y transformación de energía;Cu;kg;0.00
1995;Metales pesados;02 Plantas de combustión no industrial;Cu;kg;1.98
1995;Metales pesados;03 Plantas de combustión industrial;Cu;kg;175.99
1995;Metales pesados;04 Procesos industriales sin combustión;Cu;kg;13.37
1995;Metales pesados;05 Extracción y distribución de combustibles fósiles y energía geotérmica;Cu;kg;0.00
1995;Metales pesados;06 Uso de disolventes y otros productos;Cu;kg;0.00
1995;Metales pesados;07 Transporte por carretera;Cu;kg;59.48
1995;Metales pesados;08 Otros modos de transporte y maquinaria móvil;Cu;kg;412.89
1995;Metales pesados;09 Tratamiento y eliminación de residuos;Cu;kg;0.12
1995;Metales pesados;10 Agricultura;Cu;kg;0.00
1995;Metales pesados;11 Otras fuentes y sumideros (naturaleza);Cu;kg;0.00
1995;Metales pesados;01 Combustión en la producción y transformación de energía;Hg;kg;0.02
1995;Metales pesados;02 Plantas de combustión no industrial;Hg;kg;0.53
1995;Metales pesados;03 Plantas de combustión industrial;Hg;kg;87.13
1995;Metales pesados;04 Procesos industriales sin combustión;Hg;kg;50.82
1995;Metales pesados;05 Extracción y distribución de combustibles fósiles y energía geotérmica;Hg;kg;0.00
1995;Metales pesados;06 Uso de disolventes y otros productos;Hg;kg;0.00
1995;Metales pesados;07 Transporte por carretera;Hg;kg;0.00
1995;Metales pesados;08 Otros modos de transporte y maquinaria móvil;Hg;kg;0.00
1995;Metales pesados;09 Tratamiento y eliminación de residuos;Hg;kg;13.75
